time_tag,soft_flux,hard_flux
2026-06-24 10:10:00+00:00,1.4184124665916897e-06,3.0429720965230445e-08
2026-06-24 10:11:00+00:00,1.3448786830849713e-06,2.5070383102843152e-08
2026-06-24 10:12:00+00:00,1.2813596867999877e-06,2.1653518089692625e-08
2026-06-24 10:13:00+00:00,1.2401878848322667e-06,2.036501456359474e-08
2026-06-24 10:14:00+00:00,1.2231771506776568e-06,2.386937048015625e-08
2026-06-24 10:15:00+00:00,1.2326693195063854e-06,2.512535957066575e-08
2026-06-24 10:16:00+00:00,1.2330908703006571e-06,2.442941671176868e-08
2026-06-24 10:17:00+00:00,1.1961378731939476e-06,2.1222431811906972e-08
2026-06-24 10:18:00+00:00,1.1716285825968953e-06,1.881257460922825e-08
2026-06-24 10:19:00+00:00,1.1537606496858643e-06,1.9662401484765724e-08
2026-06-24 10:20:00+00:00,1.131665726461506e-06,1.787966041888467e-08
2026-06-24 10:21:00+00:00,1.1082779565185774e-06,1.696210638613138e-08
2026-06-24 10:22:00+00:00,1.0937055776594207e-06,1.5751632886917832e-08
2026-06-24 10:23:00+00:00,1.0955842526527704e-06,1.9587584887403864e-08
2026-06-24 10:24:00+00:00,1.0977004194501205e-06,1.9434816422858603e-08
2026-06-24 10:25:00+00:00,1.100837835110724e-06,2.136632382132575e-08
2026-06-24 10:26:00+00:00,1.0897005040533259e-06,1.7510533467657297e-08
2026-06-24 10:27:00+00:00,1.067557150236098e-06,1.6447243567085934e-08
2026-06-24 10:28:00+00:00,1.0507947081350721e-06,1.4381066115731755e-08
2026-06-24 10:29:00+00:00,1.035072500599199e-06,1.2397895154947491e-08
2026-06-24 10:30:00+00:00,1.018380316963885e-06,1.1843773073394459e-08
2026-06-24 10:31:00+00:00,1.0132945362784085e-06,1.1934392141199623e-08
2026-06-24 10:32:00+00:00,1.0028448969023884e-06,1.1587763637521675e-08
2026-06-24 10:33:00+00:00,9.96040171230561e-07,1.1544385891681941e-08
2026-06-24 10:34:00+00:00,9.953013204722083e-07,1.1610602257405844e-08
2026-06-24 10:35:00+00:00,9.843543011811562e-07,1.1707146363448828e-08
2026-06-24 10:36:00+00:00,9.781031167221954e-07,1.2719209685485566e-08
2026-06-24 10:37:00+00:00,9.915164582707803e-07,1.3934048581631941e-08
2026-06-24 10:38:00+00:00,1.014276904243161e-06,1.7776127236857064e-08
2026-06-24 10:39:00+00:00,1.0370976042395341e-06,2.090614259486756e-08
2026-06-24 10:40:00+00:00,1.0407611625851132e-06,1.9248775018354536e-08
2026-06-24 10:41:00+00:00,1.0335477327316767e-06,1.7562392429226747e-08
2026-06-24 10:42:00+00:00,1.0333656064176466e-06,1.8372883658912542e-08
2026-06-24 10:43:00+00:00,1.0316013003830449e-06,1.8596573170270858e-08
2026-06-24 10:44:00+00:00,1.0290449381500366e-06,1.839951302429199e-08
2026-06-24 10:45:00+00:00,1.0242531516269082e-06,1.752808387323057e-08
2026-06-24 10:46:00+00:00,1.0237156402581604e-06,1.7590089385066676e-08
2026-06-24 10:47:00+00:00,1.0437177024869015e-06,1.952824035811318e-08
2026-06-24 10:48:00+00:00,1.0788222652990953e-06,2.2762637996720514e-08
2026-06-24 10:49:00+00:00,1.092638740374241e-06,2.192948578283449e-08
2026-06-24 10:50:00+00:00,1.0795180287459516e-06,2.070619409266783e-08
2026-06-24 10:51:00+00:00,1.0675551038730191e-06,1.8975667259724105e-08
2026-06-24 10:52:00+00:00,1.0600177802189137e-06,1.814871097849391e-08
2026-06-24 10:53:00+00:00,1.0461703823239077e-06,1.7154279774445058e-08
2026-06-24 10:54:00+00:00,1.036958792610676e-06,1.5650426732349842e-08
2026-06-24 10:55:00+00:00,1.0421438219054835e-06,1.7120576956131117e-08
2026-06-24 10:56:00+00:00,1.0435179547130247e-06,1.8114327815510478e-08
2026-06-24 10:57:00+00:00,1.044232476488105e-06,1.843544339408254e-08
2026-06-24 10:58:00+00:00,1.054067979566753e-06,1.9034457565680896e-08
2026-06-24 10:59:00+00:00,1.06229231278121e-06,1.8356788089590736e-08
2026-06-24 11:00:00+00:00,1.0654147217792342e-06,1.9878786616800426e-08
2026-06-24 11:01:00+00:00,1.0632719522618572e-06,1.9960781472150302e-08
2026-06-24 11:02:00+00:00,1.0534837429077015e-06,1.8809929613894383e-08
2026-06-24 11:03:00+00:00,1.0475534963916289e-06,1.7349300662772293e-08
2026-06-24 11:04:00+00:00,1.0435110198159236e-06,1.6343367548188326e-08
2026-06-24 11:05:00+00:00,1.0420425269330735e-06,1.47669769745562e-08
2026-06-24 11:06:00+00:00,1.0343286476199864e-06,1.4982902030169498e-08
